,Доходы,Расходы,Расходы,Валовая прибыль (убыток),Коммерческие расходы,Управленческие расходы,Прибыль (убыток) от продажи,Чистая прибыль (убыток)
157873,,,,,,,,
157874,,,,,,,,
157875,,,,,,,,
157876,,,,,,,,
157877,,,,,,,,
157878,,,,,,,,
157879,,,,,,,,
157880,,,,,,,,
157881,,,,,,,,
157882,,,,,,,,
157883,,,,,,,,
157884,,,,,,,,
157885,,,,,,,,
157886,,,,,,,,
157887,,,,,,,,
157888,,,,,,,,
157889,,,,,,,,
157890,,,,,,,,
157891,,,,,,,,
157892,,,,,,,,
157893,,,,,,,,
157894,,,,,,,,
157895,,,,,,,,
157896,,,,,,,,
157897,,,,,,,,
157898,,,,,,,,
157899,,,,,,,,
157900,,,,,,,,
157901,,,,,,,,
157902,,,,,,,,
157903,,,,,,,,
157904,,,,,,,,
157905,,,,,,,,
157906,,,,,,,,
157907,,,,,,,,
157908,,,,,,,,
157909,,,,,,,,
157910,,,,,,,,
157911,,,,,,,200000.0,187000.0
157912,,,,,,,,
157913,,,,,,,,
157914,,,,,,,,
157915,,,,,,,,
157916,,,,,,,,
157917,,,,,,,,
157918,,,,,,,,
157919,,,,,,,,
157920,,,,,,,,
157921,,,,60000.0,,,60000.0,30000.0
157922,,,,,,,,
157923,,,,,,,,
157924,,,,,,,,
157925,,,,,,,,233000.0
157926,,,,,,,,
157927,,,,,,,,
157928,,,,,,,,
157929,,,,,,,,
157930,,,,,,,,
157931,,,,,,,,
157932,,,,,,,,
157933,,,,,,,,
157934,,,,,,,,
157935,,,,,,,,
157936,,,,,,,,
157937,,,,,,,,
157938,,,,,,,,
157939,,,,,,,,
157940,,,,,,,,
157941,,,,,,,,
157942,,,,,,,,
157943,,,,,,,,
157944,,,,,,,,
157945,,,,,,,,
157946,,,,,,,,
157947,,,,,,,,
157948,,,,,,,,
157949,,,,,,,,
157950,,,,,,,,
157951,,,,,,,,
157952,,,,,,,,
157953,,,,,,,,
157954,,,,,,,,
157955,,,,,,,,
157956,,,,,,,,
157957,,,,,,,,
157958,,,,,,,,
157959,,,,,,,,
157960,,,,,,,,
157961,,,,,,,,
157962,,,,,,,,
157963,,,,,,,,
157964,,,,,,,,
157965,,,,,,,,
157966,,,,,,,,
157967,,,,,,,,
157968,,,,,,,,
157969,,,,,,,,
157970,,,,,,,,
157971,,,,,,,,
157972,,,,,,,,
157973,,,,,,,,
157974,,,,,,,,
157975,,,,,,,,
157976,,,,,,,,
157977,,,,,,,,
157978,,,,,,,,
157979,,,,,,,,
157980,,,,,,,,
157981,,,,,,,,
157982,,,,,,,,
157983,,,,,,,,
157984,,,,,,,,
157985,,,,,,,,
157986,,,,,,,,
157987,,,,,,,,
157988,,,,,,,,
157989,,,,,,,,
157990,,,,,,,,
157991,,,,,,,,
157992,,,,,,,,
157993,,,,,,,,
157994,,,,,,,,
157995,,,,,,,,-11000.0
157996,,,,,,,,
157997,,,,,,,,
157998,,,,,,,,
157999,,,,,,,,
158000,,,,,,,,
158001,,,,,,,20000.0,2000.0
158002,,,,,,,,
158003,,,,,,,,
158004,,,,,,,7252000.0,6683000.0
158005,,,,,,,,
158006,,,,,,,,
158007,,,,,,,,
158008,,,,,,,,
158009,,,,,,,,
158010,,,,,,,,
158011,,,,,,,,
158012,,,,,,,,
158013,,,,,,,,
158014,,,,,,,,
158015,,,,,,,,
158016,,,,,,,,
158017,,,,,,,,
158018,,,,,,,,
158019,,,,,,,3232000.0,2936000.0
158020,,,,,,,,
158021,,,,,,,,
158022,,,,,,,,
158023,,,,,,,,
158024,,,,,,,,
158025,,,,,,,,
158026,,,,,,,,
158027,,,,9433000.0,,5473000.0,3960000.0,3661000.0
158028,,,,,,,,
158029,,,,,,,,
158030,,,,,,,,
158031,,,,,,,,
158032,,,,,,,,
158033,,,,,,,,
158034,,,,,,,,
158035,,,,,,,,
158036,,,,,,,,
158037,,,,,,,,
158038,,,,,,,,
158039,,,,,,,,
158040,,,,,,,,
158041,,,,,,,,
158042,,,,,,,,
158043,,,,,,,,
158044,,,,,,,,
158045,,,,,,,,
158046,,,,391000.0,,,391000.0,319000.0
158047,,,,,,,,
158048,,,,,,,,
158049,,,,,,,,
158050,,,,,,,,
158051,,,,,,,,
158052,,,,,,,,
158053,,,,,,,,
158054,,,,,,,,
158055,,,,,,,,
158056,,,,,,,,
158057,,,,,,,,
158058,,,,,,,,
158059,,,,,,,,
158060,,,,,,,,
158061,,,,,,,,
158062,,,,,,,,
158063,,,,,,,,
158064,,,,,,,,
158065,,,,,,,,
158066,,,,,,,,
158067,,,,,,,,
158068,,,,,,,,
158069,,,,,,,,
158070,,,,,,,,
158071,,,,,,,-252000.0,-212000.0
158072,,,,,,,,
158073,,,,,,,,
158074,,,,,,,,
158075,,,,,,,,
158076,,,,,,,,
158077,,,,,,,,
158078,,,,,,,,
158079,,,,,,,,
158080,,,,,,,,
158081,,,,,,,,
158082,,,,,,,,
158083,,,,,,,,
158084,,,,,,,,
158085,,,,,,,,
158086,,,,,,,,
158087,,,,,,,,
158088,,,,,,,,
158089,,,,,,,,
158090,,,,,,,,
158091,,,,,,,,
158092,,,,,,,,
158093,,,,,,,,
158094,,,,,,,,
158095,,,,,,,,
158096,,,,,,,81000.0,68000.0
158097,,,,,,,,
158098,,,,,,,,
158099,,,,,,,,
158100,,,,,,,,
158101,,,,,,,,
158102,,,,,,,,
158103,,,,,,,,
158104,,,,,,,,
158105,,,,,,,,
158106,,,,,,,,
158107,,,,,,,,
158108,,,,,,,,
158109,,,,,,,,
158110,,,,,,,,
158111,,,,,,,,
158112,,,,,,,,
158113,,,,,,,,
158114,,,,2327000.0,,,2327000.0,2486000.0
158115,,,,,,,,
158116,,,,,,,,
158117,,,,,,,,
158118,,,,,,,,
158119,,,,,,,,
158120,,,,,,,,
158121,,,,,,,,
158122,,,,,,,,
158123,,,,,,,,
158124,,,,,,,,
158125,,,,,,,,
158126,,,,,,,,
158127,,,,,,,,
158128,,,,,,,,
158129,,,,,,,,
158130,,,,,,,,
158131,,,,,,,,
158132,,,,,,,,
158133,,,,,,,,
158134,,,,,,,,
158135,,,,,,,,
158136,,,,,,,,
158137,,,,,,,,
158138,,,,,,,,
158139,,,,,,,,
158140,,,,,,,,
158141,,,,,,,,
158142,,,,,,,,
158143,,,,,,,,
158144,,,,,,,,
158145,,,,,,,,
158146,,,,,,,,
158147,,,,,,,,
158148,,,,,,,,-5116000.0
158149,,,,,,,,
158150,,,,,,,,
158151,,,,,,,,
158152,,,,,,,,
158153,,,,,,,,
158154,,,,,,,,
158155,,,,,,,,
158156,,,,337000.0,,,337000.0,327000.0
158157,,,,,,,,
158158,,,,,,,,
158159,,,,,,,,
158160,,,,,,,,
158161,,,,,,,,
158162,,,,,,,,
158163,,,,,,,,
158164,,,,,,,,
158165,,,,,,,,
158166,,,,,,,,
158167,,,,,,,,
158168,,,,,,,,
158169,,,,,,,,
158170,,,,,,,,
158171,,,,,,,,
158172,,,,,,,,
158173,,,,,,,,
158174,,,,,,,,
158175,,,,,,,,
158176,,,,,,,,
158177,,,,,,,,
158178,,,,,,,,
158179,,,,,,,,
158180,,,,,,,,
158181,,,,,,,,
158182,,,,,,,,
158183,,,,,,,,
158184,,,,,,,,
158185,,,,,,,,
158186,,,,,,,,
158187,,,,,,,,
158188,,,,,,,,
158189,,,,,,,,
158190,,,,,,,,
158191,,,,,,,,
158192,,,,,,,,
158193,,,,,,,,
158194,,,,,,,,
158195,,,,,,,,
158196,,,,,,,,
158197,,,,,,,,
158198,,,,,,,,
158199,,,,,,,,
158200,,,,,,,,
158201,,,,,,,,
158202,,,,,,,,
158203,,,,,,,,
158204,,,,,,,,
158205,,,,,,,,
158206,,,,9164000.0,,5429000.0,3735000.0,1774000.0
158207,,,,,,,,
158208,,,,,,,,
158209,,,,,,,,
158210,,,,,,,,
158211,,,,,,,,
158212,,,,,,,,
158213,,,,,,,,
158214,,,,,,,,
158215,,,,,,,,
158216,,,,,,,,
158217,,,,,,,,
158218,,,,,,,,
158219,,,,,,,,
158220,,,,,,,,
158221,,,,,,,,
158222,,,,,,,,
158223,,,,,,,,
158224,,,,,,,,
158225,,,,,,,,
158226,,,,,,,,
158227,,,,,,,,
158228,,,,,,,,
158229,,,,,,,,
158230,,,,,,,,
158231,,,,,,,,
158232,,,,,,,,
158233,,,,,,,,
158234,,,,,,,,
158235,,,,,,,,
158236,,,,,,,,
158237,,,,,,,,
158238,,,,,,,,
158239,,,,,,,,
158240,,,,,,,,
158241,,,,,,,,
158242,,,,,,,,
158243,,,,,,,,
158244,,,,,,,,
158245,,,,,,,,
158246,,,,,,,,
158247,,,,,,,,
158248,,,,,,,,
158249,,,,,,36000.0,-36000.0,27000.0
158250,,,,,,,,
158251,,,,,,,,
158252,,,,,,,,
158253,,,,,,,,
158254,,,,,,,,
158255,,,,,,,,
158256,,,,,,,,
158257,,,,,,,,
158258,,,,171000.0,,,171000.0,886000.0
158259,,,,,,,,
158260,,,,,,,,
158261,,,,,,,,
158262,,,,,,,,
158263,,,,,,,,
158264,,,,,,,,
158265,,,,,,,,
158266,,,,,,,,
158267,,,,,,,,
158268,,,,,,,,
158269,,,,,,,,
158270,,,,,,,,
158271,,,,,,,,
158272,,,,,,,,
158273,,,,,,,,
158274,,,,,,,,
158275,,,,,,,,
158276,,,,,,,,
158277,,,,,,,,
158278,,,,,,,,
158279,,,,,,,,
158280,,,,,,,,
158281,,,,,,,,
158282,,,,,,,,
158283,,,,,,,,
158284,,,,,,,,
158285,,,,,,,,
158286,,,,,,,,
158287,,,,,,,,
158288,,,,,,,,
158289,,,,,,,,
158290,,,,,,,,
158291,,,,,,,,
158292,,,,,,,,
158293,,,,,,,,
158294,,,,,,,,
158295,,,,,,,,
158296,,,,,,,,
158297,,,,,,,,
158298,,,,,,,,
158299,,,,,,,,
158300,,,,,,,,
158301,,,,,,,,
158302,,,,,,,,
158303,,,,,,,,
158304,,,,,,,,
158305,,,,,,,,
158306,,,,,,,,
158307,,,,,,,,
158308,,,,,,,,
158309,,,,,,,,
158310,,,,,,,,
158311,,,,,,,,
158312,,,,10350000.0,,8772000.0,1578000.0,1451000.0
158313,,,,,,,,
158314,,,,,,,,
158315,,,,,,,,
158316,,,,,,,,
158317,,,,,,,,
158318,,,,,,,,
158319,,,,,,,,
158320,,,,,,,,
158321,,,,,,,,
158322,,,,5348000.0,,,5348000.0,
158323,,,,,,,,
158324,,,,,,,,
158325,,,,,,,,
158326,,,,,,,,
158327,,,,,,,,
158328,,,,,,,,
158329,,,,,,,,
158330,,,,,,,,
158331,,,,,,,,
158332,,,,,,,,
158333,,,,,,,,
158334,,,,,,,,
158335,,,,,,,,
158336,,,,,,,,
158337,,,,,,,,
158338,,,,,,,,
158339,,,,,,,,
158340,,,,,,,,
158341,,,,,,,,
158342,,,,,,,,
158343,,,,,,,1849000.0,1677000.0
158344,,,,,,,,
158345,,,,,,,,
158346,,,,,,,,
158347,,,,,,,,
158348,,,,,,,,
158349,,,,,,,,
158350,,,,,,,,
158351,,,,,,,,
158352,,,,,,,,
158353,,,,,,,,
158354,,,,,,,,
158355,,,,,,,,
158356,,,,,,,,
158357,,,,,,,,
158358,,,,,,,,
158359,,,,,,,,
158360,,,,,,,,
158361,,,,,,,,
158362,,,,,,,,
158363,,,,,,,,
158364,,,,,,,,
158365,,,,,,,,
158366,,,,,,,,
158367,,,,,,,,
158368,,,,,,,,
158369,,,,-15000.0,,,-15000.0,-53000.0
158370,,,,,,,,
158371,,,,,,,,28000.0
158372,,,,,,,,
158373,,,,,,,,
158374,,,,,,,,
158375,,,,,,,,
158376,,,,,,,,
158377,,,,,,,,
158378,,,,,,,,
158379,,,,,,,-30000.0,-79000.0
158380,,,,,,,,
158381,,,,,,,,
158382,,,,,,,,
158383,,,,,,,,
158384,,,,,,,,
158385,,,,,,,,
158386,,,,,,,,
158387,,,,1867000.0,,17000.0,1850000.0,3471000.0
158388,,,,,,,,
158389,,,,,,,,
158390,,,,,,,,
158391,,,,,,,,
158392,,,,,,,,
158393,,,,,,,,
158394,,,,,,,,
158395,,,,,,,,
158396,,,,,,,,
158397,,,,,,,,
158398,,,,,,,,
158399,,,,,,,,
158400,,,,,,,,
158401,,,,,,,,
158402,,,,,,,,
158403,,,,,,,,
158404,,,,,,,,
158405,,,,,,,,
158406,,,,,,,,
158407,,,,,,,,
158408,,,,,,,,
158409,,,,,,,,
158410,,,,,,,,
158411,,,,,,,,
158412,,,,,,,,
158413,,,,,,,,
158414,,,,,,,,
158415,,,,,,,,
158416,,,,,,,,
158417,,,,,,,,
158418,,,,,,,,
158419,,,,,,,,
158420,,,,,,,,
158421,,,,,,,,
158422,,,,551000.0,,690000.0,-139000.0,-218000.0
158423,,,,,,,,
158424,,,,,,,,
158425,,,,,,,,
158426,,,,,,,,
158427,,,,,,,,
158428,,,,,,,,
158429,,,,,,,,
158430,,,,,,,,
158431,,,,,,,,
158432,,,,,,,,
158433,,,,,,,,
158434,,,,,,,,
158435,,,,,,,,
158436,,,,,,,,
158437,,,,,,,,
158438,,,,39000.0,,,39000.0,1513000.0
158439,,,,,,,,
158440,,,,,,,,
158441,,,,,,,,
158442,,,,2028000.0,,,2028000.0,
158443,,,,,,,,
158444,,,,,,,,
158445,,,,,,,,
158446,,,,,,,,
158447,,,,,,,,
158448,,,,,,,,
158449,,,,,,,,
158450,,,,,,,,
158451,,,,,,,,
158452,,,,,,,,
158453,,,,,,,,
158454,,,,,,,,
158455,,,,,,,,
158456,,,,,,,,
158457,,,,,,,,
158458,,,,,,,,
158459,,,,,,,,
158460,,,,,,,,
158461,,,,,,,,
158462,,,,,,,,
158463,,,,,,,,
158464,,,,,,,,
158465,,,,,,,,
158466,,,,,,,,
158467,,,,,,,,
158468,,,,-643000.0,,,-643000.0,-655000.0
158469,,,,,,,,
158470,,,,,,,,
158471,,,,,,,,
158472,,,,,,,,
158473,,,,,,,,
158474,,,,,,,,
158475,,,,,,,,
158476,,,,,,,,
158477,,,,,,,,
158478,,,,,,,,
158479,,,,,,,,
158480,,,,,,,,
158481,,,,,,,,
158482,,,,,,,,
158483,,,,,,,,
158484,,,,,,,,
158485,,,,,,,,
158486,,,,,,,,
158487,,,,-12000.0,,,-12000.0,-24000.0
158488,,,,,,,,
158489,,,,,,,,
158490,,,,,,,-527000.0,-555000.0
158491,,,,,,,,
158492,,,,,,,,
158493,,,,,,,,
158494,,,,,,,,
158495,,,,,,,,
158496,,,,,,,,
158497,,,,,,,457000.0,439000.0
158498,,,,,,,,
158499,,,,,,,,
158500,,,,,,,,
158501,,,,,,,,
158502,,,,,,,,
158503,,,,,,,,
158504,,,,,,,,-9000.0
158505,,,,,,,,
158506,,,,,,,,
158507,,,,,,,,
158508,,,,,,,,
158509,,,,,,,,
158510,,,,,,,,
158511,,,,,,,,
158512,,,,,,,,
158513,,,,,,,,
158514,,,,,,,,
158515,,,,,,,,
158516,,,,,,,,
158517,,,,,,,,
158518,,,,,,,,
158519,,,,,,,,
158520,,,,,,,,
158521,,,,,,,,
158522,,,,,,,,
158523,,,,,,,,
158524,,,,,,,,
158525,,,,,,,,
158526,,,,,,,,
158527,,,,,,,,
158528,,,,,,,,
158529,,,,,,,,
158530,,,,,,,,
158531,,,,,,,,
158532,,,,1717000.0,,1460000.0,257000.0,40000.0
158533,,,,,,,,
158534,,,,,,,,
158535,,,,,,,,
158536,,,,,,,,
158537,,,,,,,,
158538,,,,,,,,
158539,,,,,,,,
158540,,,,,,,,
158541,,,,,,,,56000.0
158542,,,,,,,,
158543,,,,,,,,
158544,,,,,,,,
158545,,,,,,,,
158546,,,,,,,,
158547,,,,,,,,
158548,,,,,,,,
158549,,,,,,,,
158550,,,,,,,,
158551,,,,,,,,
158552,,,,,,,,
158553,,,,,,,,
158554,,,,,,,,
158555,,,,,,,,
158556,,,,,,,,
158557,,,,,,,,
158558,,,,,,,,
158559,,,,,,,,
158560,,,,,,,,
158561,,,,,,,,
158562,,,,,,,,
158563,,,,,,,,
158564,,,,,,,,
158565,,,,,,,,
158566,,,,,,,,
158567,,,,,,,,
158568,,,,,,,,
158569,,,,,,,,
158570,,,,,,,,
158571,,,,,,,,
158572,,,,,,,,
158573,,,,60000.0,,,60000.0,58000.0
158574,,,,,,,,
158575,,,,,,,,
158576,,,,,,,,
158577,,,,,,,,
158578,,,,454000.0,388000.0,,66000.0,38000.0
158579,,,,,,,,
158580,,,,,,,,
158581,,,,,,,,
158582,,,,,,,,
158583,,,,,,,,
158584,,,,,,,,
158585,,,,,,,,
158586,,,,,,,,
158587,,,,,,,,
158588,,,,,,,,
158589,,,,,,,,
158590,,,,,,,,
158591,,,,,,,,
158592,,,,,,,,
158593,,,,,,,,
158594,,,,,,,,
158595,,,,,,,,
158596,,,,,,,,
158597,,,,,,,,
158598,,,,,,,,
158599,,,,,,,,
158600,,,,,,,,
158601,,,,,,,,
158602,,,,,,,,
158603,,,,,,,,
158604,,,,,,,,
158605,,,,,,,,
158606,,,,,,,,
158607,,,,,,,,
158608,,,,,,,,
158609,,,,,,,,
158610,,,,,,,,
158611,,,,,,,,
158612,,,,,,,,
158613,,,,,,,,
158614,,,,,,,,
158615,,,,,,,,
158616,,,,,,,,
158617,,,,,,,,
158618,,,,,,,,
158619,,,,,,,,
158620,,,,,,,,
158621,,,,,,,,
158622,,,,,,,,
158623,,,,,,,,
158624,,,,,,,,
158625,,,,,,,,
158626,,,,,,,,
158627,,,,,,,,
158628,,,,,,,,
158629,,,,,,,,
158630,,,,,,,,
158631,,,,,,,,
158632,,,,,,,,
158633,,,,,,,,
158634,,,,,,,,
158635,,,,,,,,
158636,,,,,,,,
158637,,,,,,,,
158638,,,,,,,,
158639,,,,,,,,
158640,,,,,,,,
158641,,,,,,,,
158642,,,,,,,,
158643,,,,,,,,
158644,,,,,,,,
158645,,,,,,,,
158646,,,,,,,,
158647,,,,,,,,
158648,,,,,,,,
158649,,,,,,,,
158650,,,,,,,,
158651,,,,,,,,
158652,,,,,,,,
158653,,,,,,,,
158654,,,,,,,,
158655,,,,,,,,
158656,,,,,,,,
158657,,,,,,,,
158658,,,,,,,,
158659,,,,5551000.0,,,5551000.0,4506000.0
158660,,,,,,,,
158661,,,,,,,,
158662,,,,,,,,
158663,,,,,,,,
158664,,,,,,,,
158665,,,,,,,,
158666,,,,,,,,
158667,,,,,,,,
158668,,,,,,,,
158669,,,,,,,,
158670,,,,,,,,
158671,,,,,,,,
158672,,,,,,,,
158673,,,,,,,,
158674,,,,,,,,
158675,,,,,,,,
158676,,,,,,,,
158677,,,,,,,,
158678,,,,,,,,
158679,,,,,,,,
158680,,,,,,,,
158681,,,,,,,,
158682,,,,,,,,
158683,,,,,,,,
158684,,,,,,,,
158685,,,,,,,,
158686,,,,,,,,
158687,,,,,,,,
158688,,,,,,,,
158689,,,,,,,,222000.0
158690,,,,,,,,
158691,,,,,,,,
158692,,,,,,,,
158693,,,,,,,,
158694,,,,,,,,
158695,,,,,,,,
158696,,,,,,,,
158697,,,,,,,,
158698,,,,,,,,
158699,,,,,,,,
158700,,,,,,,,
158701,,,,,,,,
158702,,,,,,,,
158703,,,,,,,,
158704,,,,,,,,
158705,,,,,,,,
158706,,,,,,,,
158707,,,,,,,,
158708,,,,,,,,
158709,,,,,,,,
158710,,,,,,,,
158711,,,,,,,,
158712,,,,28936000.0,,,28936000.0,59682000.0
158713,,,,,,,,
158714,,,,,,,,
158715,,,,,,,,
158716,,,,,,,,
158717,,,,,,,,
158718,,,,,,,,
158719,,,,,,,,
158720,,,,,,,,
158721,,,,,,,,
158722,,,,,,,,
158723,,,,,,,,
158724,,,,,,,,
158725,,,,,,,,
158726,,,,,,,,
158727,,,,,,,,
158728,,,,,,,,
158729,,,,,,,,
158730,,,,,,,,
158731,,,,,,,,
158732,,,,,,,,9000.0
158733,,,,,,,,
158734,,,,,,,,
158735,,,,,,,9000.0,7000.0
158736,,,,,,,,
158737,,,,,,,,
158738,,,,,,,,
158739,,,,,,,,
158740,,,,,,,,
158741,,,,,,,,
158742,,,,,,,,
158743,,,,,,,,
158744,,,,,,,,
158745,,,,,,,,
158746,,,,,,,,
158747,,,,,,,,
158748,,,,,,,,
158749,,,,,,,,
158750,,,,,,,,
158751,,,,,,,,
158752,,,,,,,,
158753,,,,,,,,
158754,,,,,,,,
158755,,,,,,,,
158756,,,,,,,809000.0,785000.0
158757,,,,,,,,
158758,,,,,,,,
158759,,,,,,,2052000.0,1830000.0
158760,,,,,,,,
158761,,,,,,,,
158762,,,,,,,,
158763,,,,,,,,
158764,,,,,,,,
158765,,,,,,,,
158766,,,,,,,,
158767,,,,,,,,
158768,,,,,,,,
158769,,,,,,,,
158770,,,,,,,,
158771,,,,,,,,
158772,,,,,,,,
158773,,,,,,,,
158774,,,,,,,,
158775,,,,,,,,
158776,,,,,,,,
158777,,,,,,,,
158778,,,,2589000.0,,2854000.0,-265000.0,-376000.0
158779,,,,,,,,
158780,,,,,,,,
158781,,,,,,,11000.0,7000.0
158782,,,,,,,,
158783,,,,,,,,
158784,,,,152000.0,,,152000.0,1000.0
158785,,,,,,,,
158786,,,,,,,,
158787,,,,,,,,
158788,,,,,,,,
158789,,,,,,,,
158790,,,,,,,,
158791,,,,,,,,
158792,,,,,,,,
158793,,,,,,,,
158794,,,,,,,,
158795,,,,876000.0,,,876000.0,2650000.0
158796,,,,1986000.0,280000.0,740000.0,966000.0,666000.0
158797,,,,,,,,
158798,,,,,,,,
158799,,,,,,,,
158800,,,,,,,,
158801,,,,,,,,
158802,,,,,,,,
158803,,,,,,,,
158804,,,,,,,,
158805,,,,,,,,
158806,,,,,,,,
158807,,,,,,,,
158808,,,,,,,,
158809,,,,400000.0,,,400000.0,1296000.0
158810,,,,,,,,
158811,,,,,,,,
158812,,,,,,,,
158813,,,,,,,,
158814,,,,,,,,
158815,,,,,,,,
158816,,,,,,,,
158817,,,,,,,,
158818,,,,,,,,
158819,,,,,,,,
158820,,,,,,,,
158821,,,,-312000.0,,,-312000.0,-319000.0
158822,,,,23035000.0,,8641000.0,14394000.0,13273000.0
158823,,,,,,,,
158824,,,,,,,,
158825,,,,,,,,
158826,,,,,,,,
158827,,,,,,,,
158828,,,,,,,,
158829,,,,,,,,
158830,,,,,,,,
158831,,,,,,,,
158832,,,,,,,,
158833,,,,,,,,
158834,,,,,,,,
158835,,,,,,,,
158836,,,,,,,,
158837,,,,,,,,
158838,,,,,,,,
158839,,,,,,,,
158840,,,,,,,,
158841,,,,,,,,
158842,,,,,,,,
158843,,,,,,,,
158844,,,,,,,,
158845,,,,,,,,
158846,,,,,,,,
158847,,,,,,,,
158848,,,,,,,,
158849,,,,,,,,-258000.0
158850,,,,,,,,
158851,,,,,,,,
158852,,,,,,,,
158853,,,,,,,,
158854,,,,,,,,
158855,,,,,,,,
158856,,,,,,,,
158857,,,,,,,,
158858,,,,,,,,
158859,,,,,,,,
158860,,,,,,,,
158861,,,,,,,,
158862,,,,,,,,
158863,,,,,,,,
158864,,,,,,,,
158865,,,,,,,,
158866,,,,,,,,
158867,,,,,,,,
158868,,,,,,,,
158869,,,,,,,,
158870,,,,,,,,
158871,,,,,,,,
158872,,,,,,,,
158873,,,,,,,,
158874,,,,,,,,
158875,,,,,,,,
158876,,,,,,,,
158877,,,,,,,,
158878,,,,,,,,
158879,,,,,,,,
158880,,,,,,,,
158881,,,,,,,,
158882,,,,,,,,
158883,,,,,,,,
158884,,,,,,,,
158885,,,,,,,,
158886,,,,,,,,
158887,,,,,,,,
158888,,,,,,,,
158889,,,,,,,,
158890,,,,,,,,
158891,,,,,,,,
158892,,,,,,,,
158893,,,,,,,,
158894,,,,,,,,
158895,,,,,,,,
158896,,,,,,,,
158897,,,,,,,,
158898,,,,,,,,
158899,,,,,,,,
158900,,,,,,,,
158901,,,,,,,,
158902,,,,,,,,
158903,,,,,,,,
158904,,,,,,,-5529000.0,-5529000.0
158905,,,,,,,,
158906,,,,,,,,
158907,,,,,,,,
158908,,,,,,,,-1000.0
158909,,,,,,,,
158910,,,,,,,,5292000.0
158911,,,,,,,,
158912,,,,,,,,
158913,,,,,,,,-5000.0
158914,,,,,,,,
158915,,,,,,,,
158916,,,,,,,,
158917,,,,,,,,
158918,,,,,,,,
158919,,,,,,,,
158920,,,,,,,,
158921,,,,,,,,
158922,,,,,,,,
158923,,,,,,,,
158924,,,,,,,,
158925,,,,,,,,
158926,,,,,6000.0,,-6000.0,-6000.0
158927,,,,,,,,
158928,,,,,,,,
158929,,,,,,,,
158930,,,,,,,,
158931,,,,,,,,
158932,,,,,,,,
158933,,,,,,,,
158934,,,,,,,,
158935,,,,,,,,
158936,,,,,,,,
158937,,,,,,,,
158938,,,,,,,,
158939,,,,,,,,
158940,,,,,,,,
158941,,,,,,,,
158942,,,,,,,,
158943,,,,,,,,
158944,,,,,,,,
158945,,,,,,,,
158946,,,,,,,,
158947,,,,,,,,
158948,,,,,,,,
158949,,,,,,,,
158950,,,,,,,,
158951,,,,,,,,
158952,,,,,,,,
158953,,,,,,,,
158954,,,,,,,,
158955,,,,,,,-47000.0,-4656000.0
158956,,,,,,,,
158957,,,,,,,,
158958,,,,,,,,
158959,,,,,,,,
158960,,,,,,,,
158961,,,,,,,,
158962,,,,,,,,
158963,,,,,,,,
158964,,,,,,,,
158965,,,,,,,,
158966,,,,,,,,
158967,,,,,,,,
158968,,,,,,,,
158969,,,,,,,,
158970,,,,,,,,
158971,,,,,,,,
158972,,,,,,,807000.0,750000.0
158973,,,,,,,,
158974,,,,,,,,
158975,,,,,,,,
158976,,,,,,,,
158977,,,,,,,,
158978,,,,,,,,
158979,,,,,,,,
158980,,,,,,,,
158981,,,,,,,,
158982,,,,,,,,
158983,,,,,,,,
158984,,,,,,,,
158985,,,,,,,,
158986,,,,,,,,
158987,,,,,,,,
158988,,,,,,,,
158989,,,,,,,,
158990,,,,,,,,
158991,,,,,,,,
158992,,,,,,,,
158993,,,,,,,,
158994,,,,,,,,
158995,,,,,,,,
158996,,,,,,,,
158997,,,,,,,,
158998,,,,,,,,
158999,,,,,,,,
159000,,,,,,,,
159001,,,,,,,,
159002,,,,,,,,
159003,,,,,,,,
159004,,,,,,,,
159005,,,,,,,,
159006,,,,,,,,
159007,,,,,,,,
159008,,,,,,,,
159009,,,,,,,,
159010,,,,,,,,
159011,,,,,,,,
159012,,,,525000.0,,475000.0,50000.0,40000.0
159013,,,,,,,,
159014,,,,,,,,
159015,,,,,,,,
159016,,,,,,,,
159017,,,,,,,,
159018,,,,,,,,
159019,,,,,,,,
159020,,,,,,,,
159021,,,,,,,,
159022,,,,,,,,
159023,,,,,,,,
159024,,,,,,,,
159025,,,,,,,,
159026,,,,,,,,
159027,,,,,,,,
159028,,,,,,,,
159029,,,,2400000.0,,293000.0,2107000.0,2303000.0
159030,,,,,,,,
159031,,,,,,,,
159032,,,,,,,,
159033,,,,,,,,
159034,,,,,,,,
159035,,,,,,,,
159036,,,,,,,,
159037,,,,,,,,
159038,,,,,,,,
159039,,,,-497000.0,,,-497000.0,-505000.0
159040,,,,,,,,
159041,,,,,,,,
159042,,,,,,,,
159043,,,,,,,,
159044,,,,,,,,
159045,,,,,,,,
159046,,,,,,,,
159047,,,,,,,,
159048,,,,,,,,
159049,,,,,,,,
159050,,,,,,,,
159051,,,,,,,,
159052,,,,,,,,
159053,,,,,,,,
159054,,,,,,,,
159055,,,,,,,,
159056,,,,,,,,
159057,,,,,,,,
159058,,,,,,,,
159059,,,,,,,,
159060,,,,,,,,
159061,,,,,,,,
159062,,,,,,,,
159063,,,,,,,,
159064,,,,,,,,
159065,,,,,,,,
159066,,,,,,,,
159067,,,,,,,,
159068,,,,,,,,
159069,,,,,,,,
159070,,,,,,,,
159071,,,,,,,,
159072,,,,,,,,
