,Коэффициент соотношения заемных и собственных средств,Коэффициент долгосрочного привлечения заемных средств,Коэффициент маневренности собственных средств,Коэффициент обеспеченности собственными оборотными средствами
41888,,,,
41889,,,,
41890,,,,
41891,,,,
41892,,,,
41893,,,,
41894,2.7757,,1.0,0.2649
41895,,,,
41896,,,,
41897,,,,
41898,,,,
41899,,,,
41900,,,,
41901,,,,
41902,,,,
41903,2.7692,,1.0,0.2653
41904,,,,
41905,,,,
41906,,,,
41907,,,,
41908,4.7551,0.675,-2.1933,-0.8458
41909,,,,
41910,,,,
41911,,,,
41912,,,,
41913,,,,
41914,,,,
41915,,,,
41916,,,,
41917,,,,
41918,,,,
41919,,,,
41920,,,,
41921,,,,
41922,,,,
41923,,,,
41924,,,,
41925,,,,
41926,,,,
41927,0.409,,1.0,0.7097
41928,,,,
41929,,,,
41930,,,,
41931,,,,
41932,,,,
41933,,,,
41934,,,,
41935,,,,
41936,,,,
41937,,,,
41938,,,,
41939,,,,
41940,6.8759,0.1274,1.0,0.127
41941,,,,
41942,0.0427,0.0366,-0.041,-24.6491
41943,,,,
41944,6.7288,,1.0,0.1292
41945,,,,
41946,,,,
41947,,,,
41948,,,,
41949,,,,
41950,,,,
41951,,,,
41952,,,,
41953,,,1.0,1.0
41954,,,,
41955,35.1505,0.9698,-20.1383,-1.3415
41956,,,,
41957,,,,
41958,,,,
41959,,,,
41960,,,,
41961,,,,
41962,,,,
41963,207.9789,0.8603,1.0,0.0048
41964,,,,
41965,,,,
41966,,,,
41967,,,,
41968,,,,
41969,16.629,0.4076,-0.354,-0.0218
41970,1.5813,0.333,-0.5874,-0.591
41971,7.8176,,-1.3113,-0.2015
41972,,,,
41973,,,,
41974,,,,
41975,,,,
41976,,,,
41977,,,,
41978,,,,
41979,,,,
41980,,,,
41981,,,,
41982,,,,
41983,,,,
41984,,,,
41985,,,,
41986,,,,
41987,,,,
41988,,,,
41989,,,,
41990,1.4,,1.0,0.4167
41991,-1.2155,21.1111,1.0,-4.641
41992,,,,
41993,,,,
41994,73.0331,0.2622,1.0,0.0135
41995,,,,
41996,,,,
41997,,,,
41998,,,,
41999,,,,
42000,,,,
42001,6.3333,,1.0,0.1364
42002,-1.5543,-0.5094,1.3368,-6.1471
42003,,,,
42004,,,,
42005,,,,
42006,,,,
42007,,,,
42008,0.0086,,0.4919,0.9829
42009,,,,
42010,2.2322,,1.0,0.3094
42011,12.2785,0.8268,1.0,0.0753
42012,,,,
42013,,,,
42014,,,,
42015,,,,
42016,,,,
42017,,,,
42018,,,,
42019,,,,
42020,,,,
42021,4.9535,0.8246,-3.6076,-2.6861
42022,,,,
42023,,,,
42024,,,,
42025,,,,
42026,,,,
42027,,,,
42028,,,,
42029,,,,
42030,,,,
42031,,,,
42032,,,,
42033,,,,
42034,,,,
42035,,,,
42036,,,,
42037,,,,
42038,,,,
42039,,,,
42040,,,,
42041,0.0065,,0.5793,0.9889
42042,,,,
42043,,,,
42044,,,,
42045,,,,
42046,,,,
42047,,,,
42048,,,,
42049,815.6522,,1.0,0.0012
42050,,,,
42051,,,,
42052,,,,
42053,25.3452,,-8.4387,-0.4991
42054,0.0233,,1.0,0.9773
42055,,,,
42056,0.267,0.1871,0.5419,0.67
42057,,,,
42058,,,,
42059,,,,
42060,,,,
42061,0.043,,0.9897,0.9584
42062,0.0266,,0.9986,0.974
42063,0.0529,,1.0,0.9496
42064,10.507,0.0223,0.2334,0.0217
42065,,,,
42066,,,,
42067,,,,
42068,,,,
42069,,,,
42070,,,,
42071,62.7374,0.4995,0.3616,0.0057
42072,,,,
42073,,,,
42074,,,,
42075,,,,
42076,,,1.0,1.0
42077,,,,
42078,,,,
42079,,,1.0,1.0
42080,-1.1111,,1.0,-9.0
42081,,,,
42082,1.8096,,1.0,0.3559
42083,,,,
42084,,,,
42085,,,,
42086,,,,
42087,,,,
42088,,,,
42089,,,,
42090,,,,
42091,,,,
42092,,,,
42093,,,,
42094,,,,
42095,,,,
42096,,,,
42097,0.3376,,0.9419,0.7372
42098,-130.1111,1.0337,1.0,-0.0077
42099,,,,
42100,,,,
42101,,,,
42102,11.0156,,-1.2266,-0.1252
42103,0.5276,,0.4659,0.469
42104,,,,
42105,,,,
42106,,,,
42107,,,,
42108,,,,
42109,,,,
42110,,,,
42111,,,,
42112,1.2933,,1.0,0.436
42113,8.4565,,1.0,0.1057
42114,,,,
42115,,,,
42116,,,,
42117,,,,
42118,,,1.0,1.0
42119,,,,
42120,,,,
42121,3.2959,,0.8558,0.2061
42122,2.8031,0.44,1.0,0.2629
42123,1.5886,,0.9936,0.3848
42124,,,,
42125,,,,
42126,3.0,0.7333,1.0,0.25
42127,,,,
42128,,,,
42129,,,,
42130,0.5409,,1.0,0.6492
42131,,,,
42132,,,,
42133,,,,
42134,,,1.0,1.0
42135,,,1.0,0.9844
42136,,,,
42137,,,,
42138,,,,
42139,,,,
42140,,,,
42141,,,,
42142,,,,
42143,,,,
42144,,,,
42145,,,,
42146,49.3478,,1.0,0.0199
42147,,,,
42148,,,,
42149,,,,
42150,,,,
42151,,,,
42152,,,,
42153,,,,
42154,,,,
42155,0.0769,0.0714,1.0,0.9512
42156,,,,
42157,,,,
42158,,,,
42159,,,,
42160,,,,
42161,-1.1483,-1.9261,1.0,-6.7424
42162,,,,
42163,,,,
42164,,,,
42165,4.7211,0.6057,1.0,0.1748
42166,,,,
42167,,,,
42168,,,,
42169,,,,
42170,,,,
42171,,,,
42172,,,,
42173,,,,
42174,,,,
42175,,,,
42176,-2.5764,,1.0,-0.6344
42177,5.9,,1.0,0.1449
42178,,,,
42179,,,,
42180,,,,
42181,,,,
42182,,,,
42183,,,,
42184,,,,
42185,,,,
42186,,,,
42187,,,,
42188,,,,
42189,,,,
42190,,,,
42191,,,,
42192,,,,
42193,,,,
42194,,,,
42195,304.8571,,1.0,0.0033
42196,,,,
42197,,,,
42198,,,,
42199,,,,
42200,0.0133,,0.9917,0.9868
42201,,,,
42202,,,,
42203,,,,
42204,,,,
42205,0.6526,,1.0,0.6051
42206,,,,
42207,,,,
42208,,,,
42209,,,,
42210,,,,
42211,,,,
42212,,,,
42213,,,,
42214,,,,
42215,,,,
42216,,,,
42217,65.3304,0.125,1.0,0.0151
42218,,,,
42219,,,,
42220,,,,
42221,,,,
42222,,,,
42223,2.341,0.1233,0.7489,0.2424
42224,,,,
42225,,,,
42226,,,,
42227,6.5532,,0.8105,0.1101
42228,,,,
42229,7.4277,0.827,-4.297,-1.3725
42230,11.1225,0.6186,-1.1777,-0.1184
42231,,,,
42232,,,,
42233,,,,
42234,,,,
42235,,,,
42236,,,,
42237,11.1563,-0.0015,1.0,0.0823
42238,,,,
42239,,,,
42240,,,,
42241,,,,
42242,,,,
42243,,,,
42244,,,,
42245,,,,
42246,,,,
42247,25.224,,1.0,0.0381
42248,,,1.0,1.0
42249,,,,
42250,,,,
42251,,,,
42252,,,,
42253,482.0,,1.0,0.0021
42254,,,,
42255,,,,
42256,6.4528,0.6037,-0.0118,-0.0018
42257,,,,
42258,0.281,0.0869,0.9383,0.7696
42259,,,,
42260,1.3426,0.366,0.9815,0.4223
42261,,,,
42262,,,,
42263,,,,
42264,5.3412,,0.9209,0.1597
42265,,,,
42266,,,,
42267,,,,
42268,,,,
42269,,,,
42270,,,,
42271,,,,
42272,,,,
42273,,,,
42274,201.4472,0.9832,-42.7561,-0.2694
42275,-22.4863,1.068,14.1066,-1.6836
42276,,,,
42277,4.5227,,1.0,0.1811
42278,0.0909,0.0467,0.0198,0.1817
42279,,,,
42280,,,,
42281,0.1591,,1.0,0.8627
42282,32.5889,,1.0,0.0298
42283,,,,
42284,,,,
42285,3.1207,,1.0,0.2426
42286,,,,
42287,,,,
42288,,,,
42289,,,1.0,1.0
42290,,,,
42291,16.1175,,1.0,0.0584
42292,2.0508,,1.0,0.3278
42293,,,,
42294,,,,
42295,,,,
42296,,,,
42297,51.3743,0.9209,1.0,0.0191
42298,,,,
42299,0.0303,,1.0,0.9706
42300,,,,
42301,,,,
42302,0.3274,,0.4314,0.5685
42303,,,,
42304,0.0337,,0.1337,0.7987
42305,,,,
42306,,,,
42307,9.0,,1.0,0.1
42308,,,,
42309,,,,
42310,,,,
42311,1.0667,,1.0,0.4839
42312,,,,
42313,,,,
42314,,,,
42315,,,,
42316,,,,
42317,,,,
42318,,,,
42319,4.9446,0.7612,-2.6779,-1.1813
42320,3.5065,,1.0,0.2219
42321,-52.8532,,1.284,-0.0249
42322,2450.5,,1.0,0.0004
42323,,,,
42324,,,,
42325,,,,
42326,,,,
42327,6.409,,0.8043,0.1115
42328,,,,
42329,,,,
42330,,,,
42331,,,,
42332,43.9233,0.4985,-1.4065,-0.0331
42333,,,,
42334,0.9547,,1.0,0.5116
42335,,,,
42336,,,,
42337,,,,
42338,,,,
42339,,,,
42340,,,,
42341,0.2317,0.1671,-0.1316,-1.3145
42342,,,,
42343,,,,
42344,1.3544,0.0639,1.0,0.4247
42345,,,,
42346,,,,
42347,,,,
42348,,,,
42349,,,,
42350,,,,
42351,,,,
42352,,,,
42353,,,,
42354,-2.117,1.906,1.9209,-9.7993
42355,,,,
42356,-3.7314,,1.0,-0.3661
42357,11.8376,,1.0,0.0779
42358,10.3891,0.341,0.5564,0.0508
42359,,,,
42360,0.1513,,1.0,0.8686
42361,,,,
42362,,,,
42363,,,,
42364,,,1.0,1.0
42365,,,,
42366,,,,
42367,,,,
42368,,,,
42369,,,,
42370,,,,
42371,,,,
42372,1.3409,,1.0,0.4272
42373,,,,
42374,,,,
42375,,,,
42376,2.4332,,0.9861,0.2884
42377,,,,
42378,17.2737,,0.9786,0.0536
42379,-40.5,1.0741,1.0,-0.0253
42380,-3.8836,1.4582,1.8723,-0.9309
42381,0.0166,,1.0,0.9837
42382,,,,
42383,,,,
42384,,,,
42385,,,,
42386,,,,
42387,,,,
42388,,,,
42389,4.6143,,1.0,0.1782
42390,,,,
42391,-1.382,5.0641,1.127,-4.4195
42392,,,,
42393,-2.6824,,1.4094,-1.0289
42394,,,,
42395,,,,
42396,-4.9831,,1.0,-0.2511
42397,,,,
42398,,,,
42399,,,,
42400,,,,
42401,6.0766,,0.9932,0.1405
42402,0.0238,,0.5713,0.9601
42403,,,,
42404,91.2404,,1.0,0.0108
42405,,,,
42406,-19.7539,,1.0309,-0.0551
42407,,,,
42408,,,,
42409,8.123,0.3165,-0.2618,-0.0333
42410,,,,
42411,,,,
42412,,,,
42413,,,,
42414,,,,
42415,,,,
42416,,,,
42417,,,,
42418,,,,
42419,,,1.0,1.0
42420,2.088,,1.0,0.3238
42421,,,,
42422,,,,
42423,,,,
42424,,,,
42425,,,,
42426,,,,
42427,,,,
42428,,,,
42429,25.8,,1.0,0.0373
42430,,,,
42431,,,,
42432,126.2773,0.8354,-4.4531,-0.0366
42433,,,,
42434,,,,
42435,,,,
42436,7.8357,,1.0,0.1132
42437,,,,
42438,,,,
42439,,,,
42440,,,,
42441,-1.706,,1.0,-1.4164
42442,,,,
42443,,,,
42444,,,,
42445,,,,
42446,,,,
42447,,,,
42448,,,,
42449,,,,
42450,,,,
42451,,,,
42452,,,,
42453,-1.7097,237.0,1.0,-1.409
42454,,,,
42455,1.6935,,1.0,0.3713
42456,,,,
42457,,,,
42458,,,,
42459,,,,
42460,0.6075,,1.0,0.6221
42461,,,,
42462,,,,
42463,3.8505,0.0108,0.9203,0.1929
42464,,,,
42465,,,,
42466,,,,
42467,0.1769,,0.9812,0.8472
42468,,,,
42469,,,,
42470,318.0,,-6.2,-0.0199
42471,,,,
42472,,,,
42473,,,,
42474,,,,
42475,,,,
42476,54.4208,0.3426,0.917,0.0166
42477,,,,
42478,,,,
42479,83.2763,,-4.2632,-0.054
42480,,,,
42481,,,,
42482,,,,
42483,,,,
42484,0.0562,0.018,0.498,0.8985
42485,,,,
42486,5.4263,,0.7574,0.1225
42487,20.2615,0.9494,-16.1952,-3.9828
42488,,,,
42489,0.7537,,1.0,0.5702
42490,0.6495,0.2552,1.0,0.6062
42491,,,,
42492,9.0658,0.8916,-1.5604,-0.2079
42493,,,,
42494,,,,
42495,42.7556,0.945,1.0,0.0229
42496,0.9126,,0.6814,0.4274
42497,,,,
42498,2.2188,,1.0,0.3107
42499,,,,
42500,0.0526,,0.9984,0.95
42501,,,,
42502,,,,
42503,,,,
42504,1.6472,0.0022,0.9561,0.3673
42505,,,,
42506,,,,
42507,,,,
42508,0.1358,,0.9985,0.8803
42509,,,,
42510,,,,
42511,,,,
42512,,,,
42513,,,,
42514,,,,
42515,,,,
42516,,,,
42517,,,,
42518,,,,
42519,,,,
42520,,,,
42521,0.5556,,1.0,0.6427
42522,0.5657,,1.0,0.6387
42523,,,,
42524,,,,
42525,-4.1164,,1.0,-0.3212
42526,,,,
42527,,,,
42528,,,,
42529,,,,
42530,,,,
42531,,,,
42532,,,,
42533,,,,
42534,2.1067,0.4391,-0.9524,-0.8251
42535,0.351,,1.0,0.7402
42536,,,,
42537,,,,
42538,,,,
42539,,,,
42540,,,,
42541,-42.5769,,1.0,-0.0241
42542,0.4681,,1.0,0.6812
42543,,,,
42544,3.0948,,1.0,0.2442
42545,,,,
42546,,,,
42547,,,,
42548,0.4103,,0.736,0.6421
42549,0.0338,,1.0,0.9673
42550,0.3458,,0.5656,0.6206
42551,,,,
42552,0.9219,,1.0,0.5203
42553,,,,
42554,1.0454,,1.0,0.4889
42555,31.4026,,0.8701,0.027
42556,,,,
42557,,,,
42558,,,,
42559,,,,
42560,0.1159,,1.0,0.8961
42561,,,,
42562,,,,
42563,,,,
42564,,,,
42565,,,,
42566,,,,
42567,,,,
42568,,,,
42569,7.5262,0.0036,1.0,0.1173
42570,,,,
42571,,,,
42572,,,,
42573,,,,
42574,,,,
42575,,,,
42576,11.056,,1.0,0.0829
42577,,,,
42578,,,,
42579,,,,
42580,,,,
42581,0.1615,,0.8935,0.847
42582,-4.7111,,3.1778,-2.0785
42583,,,,
42584,,,,
42585,41.4693,0.2854,-0.0642,-0.0016
42586,,,,
42587,,,,
42588,0.0354,,0.9569,0.9636
42589,,,,
42590,,,,
42591,,,,
42592,,,,
42593,8.3333,,-0.1333,-0.0163
42594,0.0224,,0.8161,0.9733
42595,0.0484,,1.0,0.9539
42596,,,,
42597,,,,
42598,,,1.0,1.0
42599,,,,
42600,,,,
42601,1.2943,,1.0,0.4359
42602,,,,
42603,,,,
42604,,,,
42605,,,,
42606,,,,
42607,,,,
42608,,,1.0,1.0
42609,,,,
42610,12.6743,,1.0,0.0731
42611,5.4778,,1.0,0.1544
42612,0.3415,,0.7416,0.6847
42613,,,,
42614,3.3199,0.6392,-0.9788,-0.4181
42615,0.9074,0.4593,-0.5343,-1.4319
42616,,,,
42617,476.1111,0.9976,-437.2222,-11.2268
42618,0.2973,,0.7135,0.7059
42619,,,,
42620,491.8723,,1.0,0.002
42621,,,,
42622,0.0742,,0.8787,0.9221
42623,0.2341,,1.0,0.8103
42624,,,,
42625,,,,
42626,,,1.0,1.0
42627,,,,
42628,3.5652,0.1409,0.4427,0.1105
42629,,,,
42630,,,,
42631,,,,
42632,,,,
42633,0.8425,,1.0,0.5427
42634,,,,
42635,,,,
42636,,,,
42637,,,,
42638,,,,
42639,,,,
42640,,,,
42641,-1.0538,,1.0,-18.5789
42642,,,,
42643,-1.3508,,1.0,-2.8506
42644,,,,
42645,0.5733,0.0045,0.8959,0.6097
42646,,,,
42647,,,,
42648,3.336,,0.9756,0.2263
42649,,,,
42650,,,,
42651,,,,
42652,,,,
42653,,,,
42654,,,,
42655,-3.0377,4.1344,1.9331,-1.751
42656,,,,
42657,,,,
42658,,,,
42659,0.0278,,1.0,0.973
42660,,,,
42661,,,,
42662,1.1429,0.0587,0.6949,0.3781
42663,,,,
42664,,,,
42665,,,,
42666,,,,
42667,0.5471,0.1651,0.8686,0.6135
42668,,,,
42669,,,,
42670,1.8294,,-1.0776,-1.4334
42671,,,,
42672,,,,
42673,489.7049,,1.0,0.002
42674,1.6608,,0.8841,0.3474
42675,-3.3678,,1.0,-0.4223
42676,0.9156,0.0763,0.9172,0.5004
42677,,,,
42678,,,,
42679,,,,
42680,,,,
42681,0.2264,,0.9884,0.8136
42682,0.8682,0.0678,0.2455,0.2204
42683,,,,
42684,,,,
42685,,,,
42686,-4.5037,1.386,2.4595,-1.2032
42687,,,,
42688,7.1751,0.6279,-0.472,-0.0704
42689,,,,
42690,,,,
42691,,,,
42692,,,,
42693,,,,
42694,2.0576,,1.0,0.3271
42695,,,,
42696,167.6,0.9912,1.0,0.0059
42697,,,,
42698,,,,
42699,,,,
42700,,,,
42701,,,,
42702,,,,
42703,,,,
42704,,,,
42705,1.626,,1.0,0.3808
42706,,,,
42707,,,,
42708,,,,
42709,,,,
42710,,,,
42711,7.257,,1.0,0.1211
42712,,,,
42713,,,,
42714,,,,
42715,,,,
42716,,,,
42717,-1.0,,1.0,
42718,,,,
42719,,,,
42720,2.034,0.5745,1.0,0.3298
42721,,,,
42722,,,,
42723,,,,
42724,,,,
42725,,,,
42726,,,,
42727,,,,
42728,,,,
42729,,,,
42730,,,,
42731,,,,
42732,2.395,,0.5539,0.1878
42733,,,,
42734,3.7813,0.5348,1.0,0.2091
42735,,,,
42736,,,,
42737,,,,
42738,,,,
42739,0.1822,0.0653,0.8006,0.8146
42740,0.1341,0.0011,0.9069,0.8712
42741,,,,
42742,,,,
42743,0.0306,,1.0,0.9703
42744,,,,
42745,,,,
42746,,,,
42747,,,,
42748,,,,
42749,,,,
42750,,,,
42751,,,,
42752,0.0817,,1.0,0.9244
42753,,,,
42754,0.0149,0.0041,0.9223,0.9841
42755,,,,
42756,11.9242,,1.0,0.0774
42757,,,,
42758,,,,
42759,,,,
42760,,,,
42761,,,,
42762,,,,
42763,,,,
42764,,,,
42765,0.0367,,1.0,0.9646
42766,,,,
42767,-1.1983,6.0421,1.0,-5.0421
42768,0.5343,0.0161,-0.4091,-3.2696
42769,0.7822,0.0041,-0.1258,-0.1916
42770,,,,
42771,,,,
42772,,,,
42773,,,,
42774,,,,
42775,,,,
42776,0.0168,,1.0,0.9835
42777,,,,
42778,,,,
42779,,,,
42780,,,,
42781,,,,
42782,,,,
42783,,,,
42784,,,,
42785,,,,
42786,49.5444,0.5321,1.0,0.0198
42787,,,,
42788,,,,
42789,,,,
42790,,,,
42791,,,,
42792,,,,
42793,,,,
42794,0.2046,,1.0,0.8302
42795,1.97,0.0066,0.9149,0.3171
42796,,,,
42797,,,,
42798,,,,
42799,,,,
42800,,,,
42801,,,,
42802,-10.5742,1.1057,3.0,-0.3959
42803,,,,
42804,,,,
42805,,,,
42806,0.0332,,1.0,0.9679
42807,,,,
42808,,,,
42809,,,,
42810,-1.1004,,1.0,-9.957
42811,0.3997,0.2438,-0.1191,-0.4244
42812,2.5162,0.3443,0.1817,0.0673
42813,,,,
42814,,,,
42815,0.3882,,1.0,0.7204
42816,,,,
42817,0.0083,,0.6553,0.9874
42818,,,,
42819,0.0052,0.0015,0.8993,0.9942
42820,0.3431,,1.0,0.7456
42821,,,,
42822,,,,
42823,0.141,,0.8912,0.8634
42824,,,,
42825,1.6718,0.0138,0.8945,0.3486
42826,,,,
42827,14.3051,0.9249,-3.6702,-0.3451
42828,,,1.0,1.0
42829,,,,
42830,0.3803,,0.7924,0.6757
42831,,,,
42832,,,,
42833,,,,
42834,,,,
42835,,,,
42836,,,,
42837,,,,
42838,,,,
42839,,,,
42840,,,,
42841,,,,
42842,,,,
42843,0.1295,0.0599,0.5454,0.8081
42844,,,,
42845,,,,
42846,0.25,0.2,1.0,0.8
42847,0.1223,0.0445,0.7346,0.8573
42848,,,,
42849,6.9313,,-3.1093,-0.8135
42850,0.8573,,0.9577,0.5277
42851,8.9394,,1.0,0.1006
42852,,,,
42853,0.2855,,0.7057,0.7119
42854,,,,
42855,,,,
42856,,,,
42857,33.2853,,1.0,0.0292
42858,2.3017,0.0013,0.4546,0.1649
42859,,,,
42860,9.7754,,1.0,0.0928
42861,,,,
42862,,,,
42863,0.1184,,0.807,0.872
42864,0.8495,,1.0,0.5407
42865,1.2282,,1.0,0.4489
42866,,,,
42867,,,,
42868,-0.9997,-2.2173,1.0,
42869,3.7,0.7372,1.0,0.2128
42870,,,,
42871,,,,
42872,,,,
42873,,,,
42874,,,,
42875,,,,
42876,,,,
42877,,,,
42878,0.0391,,0.2493,0.8644
42879,,,,
42880,,,,
42881,2.1673,0.5667,0.4724,0.179
42882,,,,
42883,,,,
42884,,,,
42885,,,,
42886,,,,
42887,,,,
42888,0.5368,,1.0,0.6507
42889,,,,
42890,10.8756,,1.0,0.0842
42891,,,,
42892,2.1839,0.3778,0.9627,0.3059
42893,,,0.2941,1.0
42894,-12.2061,,1.0,-0.0892
42895,,,,
42896,,,,
42897,,,,
42898,,,,
42899,,,,
42900,,,,
42901,,,,
42902,0.5318,,0.9327,0.6369
42903,0.6803,,0.9733,0.5884
42904,0.358,0.227,0.9116,0.718
42905,,,,
42906,,,,
42907,5.6176,,-0.9276,-0.1978
42908,,,,
42909,,,,
42910,,,,
42911,,,,
42912,5.9844,,0.7908,0.1167
42913,,,,
42914,,,,
42915,,,1.0,1.0
42916,,,,
42917,0.0047,,0.8018,0.9942
42918,,,,
42919,,,,
42920,,,,
42921,,,,
42922,2.5802,,-1.054,-0.6906
42923,0.7374,0.0793,0.9169,0.5543
42924,,,,
42925,,,,
42926,0.1231,,0.6784,0.8464
42927,,,,
42928,,,,
42929,,,,
42930,,,,
42931,,,,
42932,0.5069,0.0004,0.8394,0.6235
42933,,,,
42934,,,,
42935,,,,
42936,0.3236,,1.0,0.7555
42937,,,,
42938,,,,
42939,,,1.0,1.0
42940,,,,
42941,,,,
42942,0.6036,0.0271,0.822,0.576
42943,,,,
42944,,,,
42945,,,,
42946,,,1.0,1.0
42947,0.3508,,0.9893,0.7382
42948,0.7391,,0.9885,0.5722
42949,,,,
42950,,,,
42951,,,,
42952,,,,
42953,0.0774,,0.0952,0.5517
42954,,,,
42955,,,,
42956,,,,
42957,0.3559,,1.0,0.7375
42958,,,,
42959,,,,
42960,,,,
42961,-3.1463,-0.4603,1.2139,-0.6282
42962,,,,
42963,,,,
42964,,,,
42965,,,,
42966,,,,
42967,0.2102,,0.5985,0.7401
42968,,,,
42969,0.0906,0.0068,1.0,0.9169
42970,,,,
42971,,,,
42972,-1.9793,,1.0,-1.0211
42973,,,,
42974,,,,
42975,,,,
42976,,,,
42977,,,,
42978,,,,
42979,,,,
42980,0.2445,0.3528,1.0,0.8035
42981,,,,
42982,3.5199,0.7149,-2.1972,-1.6611
42983,1.2418,,1.0,0.4461
42984,,,,
42985,,,,
42986,0.1932,,1.0,0.8381
42987,,,,
42988,,,,
42989,,,,
42990,,,,
42991,12.7,,1.0,0.073
42992,1.2772,,1.0,0.4391
42993,,,,
42994,,,,
42995,,,,
42996,8.9007,0.8602,0.7789,0.0805
42997,18.9755,,1.0,0.0501
42998,,,,
42999,,,,
43000,,,,
43001,,,,
43002,,,,
43003,0.4262,,1.0,0.702
43004,,,,
43005,,,,
43006,,,,
43007,-2.6047,,1.0,-0.625
43008,0.0575,,0.016,0.2172
43009,,,,
43010,,,,
43011,2.6436,0.5571,0.8183,0.2364
43012,0.9729,,0.966,0.4982
43013,,,,
43014,,,,
43015,,,,
43016,0.3469,,0.7347,0.6923
43017,,,,
43018,-1.1155,10.2469,1.0,-8.659
43019,,,,
43020,,,,
43021,8.058,,1.0,0.1104
43022,,,,
43023,,,,
43024,,,,
43025,,,,
43026,,,,
43027,,,,
43028,,,,
43029,,,,
43030,,,,
43031,,,,
43032,,,,
43033,,,,
43034,,,,
43035,,,,
43036,,,,
43037,-12.2391,3.5215,1.0,-0.089
43038,,,,
43039,,,,
43040,,,,
43041,,,,
43042,,,,
43043,,,1.0,1.0
43044,,,,
43045,,,,
43046,2.4147,,0.9649,0.2855
43047,,,,
43048,,,,
43049,0.2433,,1.0,0.8043
43050,,,,
43051,,,,
43052,,,,
43053,,,,
43054,,,,
43055,,,,
43056,0.9371,,0.9658,0.5075
43057,,,,
43058,,,,
43059,,,,
43060,,,,
43061,,,,
43062,,,,
43063,,,,
43064,0.088,,1.0,0.9191
43065,,,,
43066,17.4728,0.9435,-16.1388,-12.0925
43067,0.4182,,0.8722,0.6758
43068,,,,
43069,,,,
43070,,,,
43071,0.0584,,1.0,0.9448
43072,3.78,,-0.29,-0.0831
43073,,,,
43074,,,,
43075,,,,
43076,7.2527,0.1959,0.6949,0.0874
43077,0.1834,0.0219,1.0,0.8451
43078,,,,
43079,,,,
43080,28.5079,0.8244,-0.2118,-0.0075
43081,,,,
43082,,,,
43083,,,,
43084,,,,
43085,,,1.0,1.0
43086,,,,
43087,1.0171,,0.8377,0.4516
43088,0.39,0.0776,-0.1746,-0.8104
43089,0.6554,,0.842,0.5623
43090,,,,
43091,,,,
43092,,,,
43093,,,,
43094,,,,
43095,,,,
43096,,,,
43097,,,,
43098,0.2546,,1.0,0.7971
43099,,,,
43100,14.5349,,-2.5645,-0.2142
43101,,,,
43102,,,,
43103,18.9141,,-0.1915,-0.0102
43104,,,,
43105,,,,
43106,0.0791,,1.0,0.9267
43107,,,,
43108,,,,
43109,,,,
43110,,,,
43111,,,,
43112,,,,
43113,,,,
43114,,,,
43115,0.4395,,1.0,0.6947
43116,,,,
43117,,,,
43118,0.0437,,1.0,0.9582
43119,,,,
43120,,,,
43121,2.3851,0.3959,0.2767,0.104
43122,,,,
43123,,,,
43124,,,,
43125,,,,
43126,,,,
43127,,,,
43128,0.1207,,1.0,0.8923
43129,0.1461,,0.933,0.8646
43130,,,,
43131,0.5,,1.0,0.6667
43132,,,,
43133,,,,
43134,,,,
43135,0.2637,,1.0,0.7913
43136,,,,
43137,,,,
43138,,,,
43139,,,,
43140,2.7708,0.718,-0.781,-0.3925
43141,7.9485,0.6006,0.9007,0.1018
43142,1.6103,0.3384,0.8796,0.3533
43143,,,,
43144,,,,
43145,,,,
43146,,,,
43147,,,,
43148,,,,
43149,,,,
43150,11.2601,,1.0,0.0816
43151,,,,
43152,,,,
43153,,,,
43154,,,,
43155,,,,
43156,,,,
43157,,,,
43158,0.5381,,0.8252,0.6053
43159,,,,
43160,,,,
43161,,,,
43162,,,,
43163,,,,
43164,,,,
43165,,,,
43166,-3.7701,1.4184,2.0449,-1.1856
43167,,,,
43168,,,,
43169,0.797,,1.0,0.5553
43170,,,,
43171,,,,
43172,0.0483,,0.9759,0.9536
43173,,,,
43174,0.2544,0.1036,0.872,0.7741
43175,,,,
43176,,,,
43177,,,,
43178,,,,
43179,,,,
43180,,,1.0,1.0
43181,73.1739,,1.0,0.0135
43182,,,,
43183,,,,
43184,,,,
43185,,,,
43186,,,,
43187,,,,
43188,,,,
43189,2.9922,,1.0,0.2505
43190,,,,
43191,,,,
43192,,,,
43193,,,,
43194,,,,
43195,,,,
43196,,,,
43197,,,,
43198,,,,
43199,0.1111,,1.0,0.9
43200,,,,
43201,-8.6643,1.1378,8.0003,-11.9552
43202,,,,
43203,,,,
43204,,,,
43205,,1.0,,
43206,1.2183,,0.9948,0.4495
43207,0.0006,,0.6226,0.9991
43208,,,,
43209,,,,
43210,2.2495,0.6607,0.9924,0.3061
43211,,,,
43212,,,,
43213,,,,
43214,,,,
43215,0.2475,0.0012,0.9054,0.7853
43216,10.3506,,1.0,0.0881
43217,1.5706,0.5625,-0.6491,-0.7043
43218,,,,
43219,0.008,,1.0,0.9921
43220,,,,
43221,,,,
43222,8.7558,0.0068,-0.0006,-0.0001
43223,,,,
43224,,,,
43225,,,,
43226,,,,
43227,,,,
43228,,,,
43229,-12.1186,1.139,1.0,-0.09
43230,5.227,,0.6419,0.1094
43231,,,,
43232,,,,
43233,22.3,,1.0,0.0429
43234,,,,
43235,,,,
43236,,,,
